text,headlines
Tell me the nationality for pick of 18,SELECT Nationality FROM table WHERE Pick = 18
I want the player for NHL team for mighty ducks of anaheim,SELECT Player FROM table WHERE NHL team = mighty ducks of anaheim
I want the NHL team for wade belak,SELECT NHL team FROM table WHERE Player = wade belak
Tell me the tournament for outcome of winner and score of 4-6 6-3 10-5,SELECT Tournament FROM table WHERE Outcome = winner AND Score = 4-6 6-3 10-5
Tell me the partner for opponents of anamika bhargava sylvia krywacz,SELECT Partner FROM table WHERE Opponents in the final = anamika bhargava sylvia krywacz
Tell me the partner for outcome of winner and score of 7-6 (7) 5-7 10-7,SELECT Partner FROM table WHERE Outcome = winner AND Score = 7-6 (7) 5-7 10-7
Tell me the opponents for score of 6-1 2-6 7-10,SELECT Opponents in the final FROM table WHERE Score = 6-1 2-6 7-10
Tell me the score of misa eguchi eri hozumi,SELECT Score FROM table WHERE Opponents = misa eguchi eri hozumi
Tell me the date for dinah pfizenmaier anna zaja and winner,SELECT Date FROM table WHERE Outcome = winner AND Opponents = dinah pfizenmaier anna zaja
"Tell me the opponents for mashona washington november 21, 2009","SELECT Opponents FROM table WHERE Partner = mashona washington AND Date = november 21, 2009"
"What is the smallest total for a rank below 4, 0 silver medals, and 2 gold medals?",SELECT MIN Total FROM table WHERE Rank < 4 AND Silver > 0 AND Gold < 2
How many gold medals on average were earned by Italy when they held the rank of 4?,SELECT AVG Gold FROM table WHERE Nation = italy AND Rank > 4
Who is the player from Canada with a 199 pick?,SELECT Player FROM table WHERE Nationality = canada AND Pick = 199
Which college or team has a pick of 196?,SELECT College/junior/club team FROM table WHERE Pick = 196
What is the pick number for Ray Giroux?,SELECT Pick FROM table WHERE Player = ray giroux
Tell me the lowest pick number for columbus crew,SELECT MIN Pick # FROM table WHERE MLS team = columbus crew
Tell me the total number of pick for university of portland,SELECT COUNT Pick # FROM table WHERE Affiliation = university of portland
Tell me the lowest pick number for new england revolution,SELECT MIN Pick # FROM table WHERE MLS team = new england revolution
Tell me the affiliation for diego walsh,SELECT Affiliation FROM table WHERE Player = diego walsh
Tell me the total number of pick for university of virginia,SELECT COUNT Pick # FROM table WHERE Affiliation = university of virginia
Who has a 50m split less than 27.79?,SELECT Name FROM table WHERE 50m split < 27.79
What is the time for a 50m split less than 28.58 and a lane of 2?,SELECT Time FROM table WHERE 50m split < 28.58 AND Lane = 2
Tell me the D3 compatible for availability of yes for wode jukebox,SELECT D3 Compatible FROM table WHERE Availability = yes AND Name = wode jukebox
Tell me the pts for glasgow rocks,SELECT Pts. FROM table WHERE Div. = glasgow rocks
Tell me the season for quarter-final position of 4th,SELECT Season FROM table WHERE Play-offs = quarter-final AND Pos. = 4th
Tell me the average Laps for grid of 6,SELECT AVG Laps FROM table WHERE Grid = 6
Tell me the carburetor for engine of 250-1v i-6,SELECT Carburetor FROM table WHERE Engine = 250-1v i-6
Tell me the bore and stroke for Engine of 351-2v cleveland v8,SELECT Bore & Stroke FROM table WHERE Engine = 351-2v cleveland v8
Which country is ranked number 2 and has less than 5 total medals?,SELECT COUNT Silver FROM table WHERE Rank = 2 AND Total < 5
What is the (MT) time which has kansas city chiefs as an opponent on nov 11?,SELECT Time ( MT ) FROM table WHERE Opponent = kansas city chiefs AND Date = nov 11
Tell me the opponents for runner-up and surface of grass,SELECT Opponents in the final FROM table WHERE Outcome = runner-up AND Surface = grass
Name the venue for netherlands opponent,SELECT Venue FROM table WHERE Opponent = netherlands
Name the opponent for 10-04-2007,SELECT Opponent FROM table WHERE Date = 10-04-2007
Name the runs balls for wicket of 3rd for australia opponent,SELECT Runs (Balls) FROM table WHERE Wicket = 3rd AND Opponent = australia
Name the wicket for 19-03-2007,SELECT Wicket FROM table WHERE Date = 19-03-2007
"Which fleet launched on July 30, 1961?","SELECT Fleet FROM table WHERE Launched = july 30, 1961"
"Which shipyard has a fleet that was laid down on April 21, 1962?","SELECT Shipyard FROM table WHERE Laid down = april 21, 1962"
"What is the status of the fleet that was commissioned on July 28, 1963?","SELECT Status FROM table WHERE Commissioned = july 28, 1963"
"Tell me the launched for august 31, 1964","SELECT Launched FROM table WHERE Commissioned = august 31, 1964"
"Tell me what was commissioned december 30, 1965","SELECT Commissioned FROM table WHERE Launched = december 30, 1965"
Which episode with a demo of 0.7/3 was the lowest?,SELECT MIN Episode # FROM table WHERE Demo = 0.7/3
When is the air date that demo-ed at 1.6/5?,SELECT Air Date FROM table WHERE Demo = 1.6/5
"For demo 1.6/5, what is the title?",SELECT Title FROM table WHERE Demo = 1.6/5
What date was gabriela paz-franco the opponent?,SELECT Date FROM table WHERE Opponent = gabriela paz-franco
"What surface was the game played on for the September 13, 2009 match?","SELECT Surface FROM table WHERE Date = september 13, 2009"
On which track did Takashi Kogure hold pole position?,SELECT Track FROM table WHERE Pole Position = takashi kogure
"On round 3 for Arting Team Impul, who held pole position?",SELECT Pole Position FROM table WHERE Team = arting team impul AND Round = 3
Who was the winner when Katsuyuki Hiranaka had the fastest lap?,SELECT Winner FROM table WHERE Fastest Lap = katsuyuki hiranaka
"Before round 9, when Takashi Kogure held pole position, who was the team?",SELECT Team FROM table WHERE Round < 9 AND Pole Position = takashi kogure
Tell me the MPEG-2 of yes and MPEG-1 of yes,SELECT RealVideo FROM table WHERE MPEG-2 = yes AND MPEG-1 = yes
Tell me the MPEG-1 for real video of no,SELECT MPEG-1 FROM table WHERE RealVideo = no
Tell me the affiliation for mls team of metrostars and pick number of 26,SELECT Affiliation FROM table WHERE MLS Team = metrostars AND Pick # = 26
Tell me the total number of picks for position of m of williams college,SELECT COUNT Pick # FROM table WHERE Position = m AND Affiliation = williams college
who was the runner-up in the 1915 competition for 'Articles with HCards'?,SELECT Runner-up FROM table WHERE Year = 1915
Who was the runner-up in 1887 competition for 'Articles with HCards'?,SELECT Runner-up FROM table WHERE Year = 1887
What is the home team score when the away team is Collingwood?,SELECT Home team score FROM table WHERE Away team = collingwood
what fleet is associated with the number L4?,SELECT Fleet FROM table WHERE Number = l4
what number is associated with the baltic fleet and leninets (ленинец)?,SELECT Number FROM table WHERE Fleet = baltic AND Name = leninets (ленинец)
when was garibaldets (гарибальдиец) launched?,SELECT Launched FROM table WHERE Name = garibaldets (гарибальдиец)
"when was the number l6, with a fleet of black sea, launched?",SELECT Launched FROM table WHERE Fleet = black sea AND Number = l6
what number is associated with the name chartist (чартист)?,SELECT Number FROM table WHERE Name = chartist (чартист)
What date did the VFL play Punt Road Oval?,SELECT Date FROM table WHERE Venue = punt road oval
Who played home team at the Arden Street Oval game?,SELECT Home team FROM table WHERE Venue = arden street oval
What was the most amount of people in the crowd when the home team scored 13.17 (95)?,SELECT MAX Crowd FROM table WHERE Home team score = 13.17 (95)
Where did the away team score 7.15 (57)?,SELECT Venue FROM table WHERE Away team score = 7.15 (57)
Where did the away team score 7.15 (57)?,SELECT Venue FROM table WHERE Away team score = 7.15 (57)
How much did the away team score at Victoria park?,SELECT Away team score FROM table WHERE Venue = victoria park
Where did the away team play when they scored 15.10 (100)?,SELECT Venue FROM table WHERE Away team score = 15.10 (100)
How big was the crowd when the home team scored 20.21 (141)?,SELECT MAX Crowd FROM table WHERE Home team score = 20.21 (141)
What date was the ensemble in North East England closed?,SELECT Closure date FROM table WHERE Region = north east england
What was the operator of the ensemble from Yorkshire?,SELECT Operator FROM table WHERE Region = yorkshire
When was the ensemble closed that went on air in June 2003?,SELECT Closure date FROM table WHERE On air date = june 2003
What was the license award date for the ensemble from South Wales and the Severn Estuary that was on air in July 2001?,SELECT Licence award date FROM table WHERE On air date = july 2001 AND Region = south wales and the severn estuary
What is the operator of the ensemble from Yorkshire?,SELECT Operator FROM table WHERE Region = yorkshire
"Who was the home team when attendance was over 41,846?","SELECT Home team FROM table WHERE Crowd > 41,846"
Where did Collingwood play as the home team?,SELECT Venue FROM table WHERE Home team = collingwood
What was South Melbourne's score when they played as the home team?,SELECT Home team score FROM table WHERE Home team = south melbourne
What was the attendance when the VFL played Lake Oval?,SELECT COUNT Crowd FROM table WHERE Venue = lake oval
What is the Winning Team with Rick Mears' and Kraco Twin 125 (R1)?,SELECT Winning team FROM table WHERE Winning driver = rick mears AND Name = kraco twin 125 (r1)
What is Penske Racing's name?,SELECT Name FROM table WHERE Winning team = penske racing
"Who is the winning driver of Penske Racing, and what was Rick Mears' pole position?",SELECT Winning driver FROM table WHERE Winning team = penske racing AND Pole Position = rick mears
Who was Kraco Twin 125 (R2)'s Winning Driver?,SELECT Winning driver FROM table WHERE Name = kraco twin 125 (r2)
"What is the Report of Winning Team Penske Racing, and what was Rick Mears' Pole position?",SELECT Report FROM table WHERE Winning team = penske racing AND Pole Position = rick mears
"What is the Pole Position for Winning Team Penske Racing, and the Name of II Copa Mexico 150?",SELECT Pole Position FROM table WHERE Winning team = penske racing AND Name = ii copa mexico 150
Who was the away team at the game held at Brunswick Street Oval?,SELECT Away team FROM table WHERE Venue = brunswick street oval
Where was the game held where the home team scored 17.18 (120)?,SELECT Venue FROM table WHERE Home team score = 17.18 (120)
What was the largest crowd at a game where Collingwood was the away team?,SELECT MAX Crowd FROM table WHERE Away team = collingwood
Who was the away team when the home team scored 10.18 (78)?,SELECT Away team FROM table WHERE Home team score = 10.18 (78)
"For the group with 1.92% population in 1981, what was their percentage of the population in 1971?",SELECT Population % 1971 FROM table WHERE Population % 1981 = 1.92%
"For the group with 1.79% population in 1961, what was their percentage of the population in 1971?",SELECT Population % 1971 FROM table WHERE Population % 1961 = 1.79%
What is the rice amount when the potato amount is 79?,SELECT Rice [B ] FROM table WHERE Potato [D ] = 79
